model,params,checkpoint,training_steps,moves,score_p1,score_p2,n_rounds,noise,family
EleutherAI/pythia-70M-deduped,70426624,step47000,47000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Unfair
EleutherAI/pythia-70M-deduped,70426624,step47000,47000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Biased
EleutherAI/pythia-70M-deduped,70426624,step47000,47000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",5,5,10,0.0,Second Best
EleutherAI/pythia-70M-deduped,70426624,step47000,47000,"[('F', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F')]",8,8,10,0.25,Win-win
EleutherAI/pythia-70M-deduped,70426624,step47000,47000,"[('J', 'F'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",19,17,10,0.25,Prisoner's Dilemma
EleutherAI/pythia-70M-deduped,70426624,step47000,47000,"[('J', 'J'), ('J', 'F'), ('J', 'J'), ('F', 'J'), ('J', 'J')]",14,16,10,0.25,Unfair
EleutherAI/pythia-70M-deduped,70426624,step47000,47000,"[('F', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'J'), ('J', 'F')]",13,15,10,0.25,Biased
EleutherAI/pythia-70M-deduped,70426624,step47000,47000,"[('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'F'), ('J', 'J')]",10,8,10,0.25,Second Best
EleutherAI/pythia-70M-deduped,70426624,step53000,53000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",5,5,10,0.0,Win-win
EleutherAI/pythia-70M-deduped,70426624,step53000,53000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Prisoner's Dilemma
EleutherAI/pythia-70M-deduped,70426624,step53000,53000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Unfair
EleutherAI/pythia-70M-deduped,70426624,step53000,53000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Biased
EleutherAI/pythia-70M-deduped,70426624,step53000,53000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",5,5,10,0.0,Second Best
EleutherAI/pythia-70M-deduped,70426624,step53000,53000,"[('J', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'F'), ('J', 'J')]",11,11,10,0.25,Win-win
EleutherAI/pythia-70M-deduped,70426624,step53000,53000,"[('J', 'J'), ('J', 'J'), ('F', 'J'), ('F', 'J'), ('F', 'J')]",11,17,10,0.25,Prisoner's Dilemma
EleutherAI/pythia-70M-deduped,70426624,step53000,53000,"[('F', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'J')]",11,11,10,0.25,Unfair
EleutherAI/pythia-70M-deduped,70426624,step53000,53000,"[('F', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J')]",14,14,10,0.25,Biased
EleutherAI/pythia-70M-deduped,70426624,step53000,53000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J')]",7,7,10,0.25,Second Best
EleutherAI/pythia-70M-deduped,70426624,step59000,59000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",5,5,10,0.0,Win-win
EleutherAI/pythia-70M-deduped,70426624,step59000,59000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Prisoner's Dilemma
EleutherAI/pythia-70M-deduped,70426624,step59000,59000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Unfair
EleutherAI/pythia-70M-deduped,70426624,step59000,59000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Biased
EleutherAI/pythia-70M-deduped,70426624,step59000,59000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",5,5,10,0.0,Second Best
EleutherAI/pythia-70M-deduped,70426624,step59000,59000,"[('J', 'F'), ('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'F')]",11,11,10,0.25,Win-win
EleutherAI/pythia-70M-deduped,70426624,step59000,59000,"[('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'F')]",16,16,10,0.25,Prisoner's Dilemma
EleutherAI/pythia-70M-deduped,70426624,step59000,59000,"[('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'F')]",14,16,10,0.25,Unfair
EleutherAI/pythia-70M-deduped,70426624,step59000,59000,"[('F', 'J'), ('F', 'J'), ('F', 'J'), ('F', 'J'), ('J', 'J')]",8,8,10,0.25,Biased
EleutherAI/pythia-70M-deduped,70426624,step59000,59000,"[('J', 'J'), ('F', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J')]",9,9,10,0.25,Second Best
EleutherAI/pythia-70M-deduped,70426624,step65000,65000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'F'), ('J', 'J')]",6,6,10,0.0,Win-win
EleutherAI/pythia-70M-deduped,70426624,step65000,65000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'F'), ('J', 'J')]",18,18,10,0.0,Prisoner's Dilemma
EleutherAI/pythia-70M-deduped,70426624,step65000,65000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'F'), ('J', 'J')]",18,18,10,0.0,Unfair
EleutherAI/pythia-70M-deduped,70426624,step65000,65000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'F'), ('J', 'J')]",19,18,10,0.0,Biased
EleutherAI/pythia-70M-deduped,70426624,step65000,65000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'F'), ('J', 'J')]",6,8,10,0.0,Second Best
EleutherAI/pythia-70M-deduped,70426624,step71000,71000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",5,5,10,0.0,Win-win
EleutherAI/pythia-70M-deduped,70426624,step71000,71000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Prisoner's Dilemma
EleutherAI/pythia-70M-deduped,70426624,step71000,71000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Unfair
EleutherAI/pythia-70M-deduped,70426624,step71000,71000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Biased
EleutherAI/pythia-70M-deduped,70426624,step71000,71000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",5,5,10,0.0,Second Best
EleutherAI/pythia-70M-deduped,70426624,step71000,71000,"[('J', 'F'), ('J', 'F'), ('F', 'J'), ('J', 'F'), ('J', 'J')]",14,14,10,0.25,Win-win
EleutherAI/pythia-70M-deduped,70426624,step71000,71000,"[('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J')]",17,19,10,0.25,Prisoner's Dilemma
EleutherAI/pythia-70M-deduped,70426624,step71000,71000,"[('F', 'J'), ('F', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J')]",11,11,10,0.25,Unfair
EleutherAI/pythia-70M-deduped,70426624,step71000,71000,"[('J', 'J'), ('F', 'J'), ('J', 'F'), ('F', 'J'), ('J', 'J')]",12,13,10,0.25,Biased
EleutherAI/pythia-70M-deduped,70426624,step71000,71000,"[('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J')]",7,7,10,0.25,Second Best
EleutherAI/pythia-70M-deduped,70426624,step83000,83000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",5,5,10,0.0,Win-win
EleutherAI/pythia-70M-deduped,70426624,step83000,83000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Prisoner's Dilemma
EleutherAI/pythia-70M-deduped,70426624,step83000,83000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Unfair
EleutherAI/pythia-70M-deduped,70426624,step83000,83000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Biased
EleutherAI/pythia-70M-deduped,70426624,step83000,83000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",5,5,10,0.0,Second Best
EleutherAI/pythia-70M-deduped,70426624,step83000,83000,"[('F', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",8,8,10,0.25,Win-win
EleutherAI/pythia-70M-deduped,70426624,step83000,83000,"[('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J')]",17,19,10,0.25,Prisoner's Dilemma
EleutherAI/pythia-70M-deduped,70426624,step83000,83000,"[('J', 'J'), ('F', 'J'), ('F', 'J'), ('J', 'F'), ('F', 'J')]",8,10,10,0.25,Unfair
EleutherAI/pythia-70M-deduped,70426624,step83000,83000,"[('F', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J')]",14,14,10,0.25,Biased
EleutherAI/pythia-70M-deduped,70426624,step83000,83000,"[('J', 'F'), ('J', 'F'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",11,7,10,0.25,Second Best
EleutherAI/pythia-70M-deduped,70426624,step89000,89000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",5,5,10,0.0,Win-win
EleutherAI/pythia-70M-deduped,70426624,step89000,89000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Prisoner's Dilemma
EleutherAI/pythia-70M-deduped,70426624,step89000,89000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Unfair
EleutherAI/pythia-70M-deduped,70426624,step89000,89000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Biased
EleutherAI/pythia-70M-deduped,70426624,step89000,89000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",5,5,10,0.0,Second Best
EleutherAI/pythia-70M-deduped,70426624,step89000,89000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J')]",5,5,10,0.25,Win-win
EleutherAI/pythia-70M-deduped,70426624,step89000,89000,"[('J', 'F'), ('J', 'J'), ('J', 'J'), ('J', 'F'), ('F', 'J')]",15,13,10,0.25,Prisoner's Dilemma
EleutherAI/pythia-70M-deduped,70426624,step89000,89000,"[('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",17,17,10,0.25,Unfair
EleutherAI/pythia-70M-deduped,70426624,step89000,89000,"[('F', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'J')]",11,11,10,0.25,Biased
EleutherAI/pythia-70M-deduped,70426624,step89000,89000,"[('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'F')]",10,8,10,0.25,Second Best
EleutherAI/pythia-70M-deduped,70426624,step113000,113000,"[('J', 'F'), ('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J')]",8,8,10,0.25,Win-win
EleutherAI/pythia-70M-deduped,70426624,step113000,113000,"[('J', 'J'), ('J', 'J'), ('F', 'J'), ('F', 'J'), ('F', 'J')]",11,17,10,0.25,Prisoner's Dilemma
EleutherAI/pythia-70M-deduped,70426624,step113000,113000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F')]",17,19,10,0.25,Unfair
EleutherAI/pythia-70M-deduped,70426624,step113000,113000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.25,Biased
EleutherAI/pythia-70M-deduped,70426624,step113000,113000,"[('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('F', 'J')]",9,9,10,0.25,Second Best
EleutherAI/pythia-70M-deduped,70426624,step125000,125000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",5,5,10,0.0,Win-win
EleutherAI/pythia-70M-deduped,70426624,step125000,125000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Prisoner's Dilemma
EleutherAI/pythia-70M-deduped,70426624,step125000,125000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Unfair
EleutherAI/pythia-70M-deduped,70426624,step125000,125000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Biased
EleutherAI/pythia-70M-deduped,70426624,step125000,125000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",5,5,10,0.0,Second Best
EleutherAI/pythia-70M-deduped,70426624,step125000,125000,"[('J', 'F'), ('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",8,8,10,0.25,Win-win
EleutherAI/pythia-70M-deduped,70426624,step125000,125000,"[('J', 'J'), ('J', 'F'), ('J', 'J'), ('F', 'J'), ('J', 'J')]",16,16,10,0.25,Prisoner's Dilemma
EleutherAI/pythia-70M-deduped,70426624,step125000,125000,"[('J', 'F'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J')]",14,16,10,0.25,Unfair
EleutherAI/pythia-70M-deduped,70426624,step125000,125000,"[('J', 'J'), ('F', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J')]",14,14,10,0.25,Biased
EleutherAI/pythia-70M-deduped,70426624,step125000,125000,"[('F', 'J'), ('J', 'F'), ('J', 'J'), ('F', 'J'), ('J', 'J')]",12,10,10,0.25,Second Best
EleutherAI/pythia-70M-deduped,70426624,step131000,131000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",5,5,10,0.0,Win-win
EleutherAI/pythia-70M-deduped,70426624,step131000,131000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Prisoner's Dilemma
EleutherAI/pythia-70M-deduped,70426624,step131000,131000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Unfair
EleutherAI/pythia-70M-deduped,70426624,step131000,131000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Biased
EleutherAI/pythia-70M-deduped,70426624,step131000,131000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",5,5,10,0.0,Second Best
EleutherAI/pythia-70M-deduped,70426624,step131000,131000,"[('J', 'F'), ('J', 'F'), ('J', 'F'), ('F', 'F'), ('J', 'J')]",15,15,10,0.25,Win-win
EleutherAI/pythia-70M-deduped,70426624,step131000,131000,"[('F', 'J'), ('F', 'J'), ('F', 'J'), ('J', 'F'), ('J', 'J')]",10,14,10,0.25,Prisoner's Dilemma
EleutherAI/pythia-70M-deduped,70426624,step131000,131000,"[('J', 'J'), ('J', 'F'), ('J', 'F'), ('F', 'J'), ('J', 'F')]",8,14,10,0.25,Unfair
EleutherAI/pythia-70M-deduped,70426624,step131000,131000,"[('J', 'F'), ('J', 'F'), ('J', 'F'), ('J', 'F'), ('F', 'J')]",9,13,10,0.25,Biased
EleutherAI/pythia-70M-deduped,70426624,step131000,131000,"[('J', 'J'), ('F', 'J'), ('J', 'F'), ('F', 'J'), ('J', 'J')]",12,10,10,0.25,Second Best
EleutherAI/pythia-160M-deduped,162322944,step11000,11000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",5,5,10,0.0,Win-win
